"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"prolactin","PRLR","ENSG00000113494","This gene encodes a receptor for the anterior pituitary hormone, prolactin, and belongs to the type I cytokine receptor family. Prolactin-dependent signaling occurs as the result of ligand-induced dimerization of the prolactin receptor. Several alternatively spliced transcript variants encoding different membrane-bound and soluble isoforms have been described for this gene, which may function to modulate the endocrine and autocrine effects of prolactin in normal tissue and cancer. [provided by RefSeq, Feb 2011]","                                            PRLR (Prolactin Receptor) is a Protein Coding gene.                                            Diseases associated with PRLR include Hyperprolactinemia and Multiple Fibroadenomas Of The Breast.                                            Among its related pathways are Prolactin Signaling Pathway and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and peptide hormone binding.                                            An important paralog of this gene is GHR.","This is a receptor for the anterior pituitary hormone prolactin (PRL). Acts as a prosurvival factor for spermatozoa by inhibiting sperm capacitation through suppression of SRC kinase activation and stimulation of AKT. Isoform 4 is unable to transduce prolactin signaling. Isoform 6 is unable to transduce prolactin signaling.
                         PRLR_HUMAN,P16471
                         ","Thu Sep 03 14:11:46 2020"
"vitamin-c","PROC","ENSG00000115718","This gene encodes a vitamin K-dependent plasma glycoprotein. The encoded protein is cleaved to its activated form by the thrombin-thrombomodulin complex. This activated form contains a serine protease domain and functions in degradation of the activated forms of coagulation factors V and VIII. Mutations in this gene have been associated with thrombophilia due to protein C deficiency, neonatal purpura fulminans, and recurrent venous thrombosis.[provided by RefSeq, Dec 2009]","                                            PROC (Protein C, Inactivator Of Coagulation Factors Va And VIIIa) is a Protein Coding gene.                                            Diseases associated with PROC include Thrombophilia Due To Protein C Deficiency, Autosomal Recessive and Thrombophilia Due To Protein C Deficiency, Autosomal Dominant.                                            Among its related pathways are Formation of Fibrin Clot (Clotting Cascade) and Gamma carboxylation, hypusine formation and arylsulfatase activation.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and peptidase activity.                                            An important paralog of this gene is PROZ.","Protein C is a vitamin K-dependent serine protease that regulates blood coagulation by inactivating factors Va and VIIIa in the presence of calcium ions and phospholipids (PubMed:25618265). Exerts a protective effect on the endothelial cell barrier function (PubMed:25651845).
                         PROC_HUMAN,P04070
                         ","Thu Sep 03 14:11:19 2020"
"calcium","PTH","ENSG00000152266","This gene encodes a member of the parathyroid family of proteins. The encoded preproprotein is proteolytically processed to generate a protein that binds to the parathyroid hormone/parathyroid hormone-related peptide receptor and regulates blood calcium and phosphate levels. Excess production of the encoded protein, known as hyperparathyroidism, can result in hypercalcemia and kidney stones. On the other hand, defective processing of the encoded protein may lead to hypoparathyroidism, which can result in hypocalcemia and numbness. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]","                                            PTH (Parathyroid Hormone) is a Protein Coding gene.                                            Diseases associated with PTH include Hypoparathyroidism, Familial Isolated, 1 and Familial Isolated Hypoparathyroidism.                                            Among its related pathways are Development_Hedgehog and PTH signaling pathways in bone and cartilage development and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include hormone activity and peptide hormone receptor binding.                                            ","PTH elevates calcium level by dissolving the salts in bone and preventing their renal excretion. Stimulates [1-14C]-2-deoxy-D-glucose (2DG) transport and glycogen synthesis in osteoblastic cells.
                         PTHY_HUMAN,P01270
                         ","Thu Sep 03 14:11:53 2020"
"adrenaline","SDHB","ENSG00000117118","Complex II of the respiratory chain, which is specifically involved in the oxidation of succinate, carries electrons from FADH to CoQ. The complex is composed of four nuclear-encoded subunits and is localized in the mitochondrial inner membrane. The iron-sulfur subunit is highly conserved and contains three cysteine-rich clusters which may comprise the iron-sulfur centers of the enzyme. Sporadic and familial mutations in this gene result in paragangliomas and pheochromocytoma, and support a link between mitochondrial dysfunction and tumorigenesis. [provided by RefSeq, Jul 2008]","                                            SDHB (Succinate Dehydrogenase Complex Iron Sulfur Subunit B) is a Protein Coding gene.                                            Diseases associated with SDHB include Paragangliomas 4 and Paraganglioma And Gastric Stromal Sarcoma.                                            Among its related pathways are Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. and Parkinson disease.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and 4 iron, 4 sulfur cluster binding.                                            ","Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q).
                         SDHB_HUMAN,P21912
                         ","Thu Sep 03 14:12:22 2020"
"corticosteroids","SERPINA6","ENSG00000170099","This gene encodes an alpha-globulin protein with corticosteroid-binding properties. This is the major transport protein for glucorticoids and progestins in the blood of most vertebrates. The gene localizes to a chromosomal region containing several closely related serine protease inhibitors which may have evolved by duplication events. [provided by RefSeq, Jul 2008]","                                            SERPINA6 (Serpin Family A Member 6) is a Protein Coding gene.                                            Diseases associated with SERPINA6 include Corticosteroid-Binding Globulin Deficiency and Hyperthyroidism.                                            Among its related pathways are Glucocorticoid Pathway (Peripheral Tissue), Pharmacodynamics.                                            Gene Ontology (GO) annotations related to this gene include serine-type endopeptidase inhibitor activity and steroid binding.                                            An important paralog of this gene is SERPINA3.","Major transport protein for glucocorticoids and progestins in the blood of almost all vertebrate species.
                         CBG_HUMAN,P08185
                         ","Thu Sep 03 14:12:29 2020"
"iron","SLC11A2","ENSG00000110911","This gene encodes a member of the solute carrier family 11 protein family. The product of this gene transports divalent metals and is involved in iron absorption. Mutations in this gene are associated with hypochromic microcytic anemia with iron overload. A related solute carrier family 11 protein gene is located on chromosome 2. Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Apr 2010]","                                            SLC11A2 (Solute Carrier Family 11 Member 2) is a Protein Coding gene.                                            Diseases associated with SLC11A2 include Anemia, Hypochromic Microcytic, With Iron Overload 1 and Hypochromic Microcytic Anemia.                                            Among its related pathways are Lysosome and Copper homeostasis.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and copper ion binding.                                            An important paralog of this gene is SLC11A1.","Important in metal transport, in particular iron. Can also transport manganese, cobalt, cadmium, nickel, vanadium and lead. Involved in apical iron uptake into duodenal enterocytes. Involved in iron transport from acidified endosomes into the cytoplasm of erythroid precursor cells. May play an important role in hepatic iron accumulation and tissue iron distribution. May serve to import iron into the mitochondria.
                         NRAM2_HUMAN,P49281
                         ","Thu Sep 03 14:12:23 2020"
"zinc","SLC30A2","ENSG00000158014","The protein encoded by this gene is a zinc transporter that acts as a homodimer. The encoded protein plays a role in secreting zinc into breast milk. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2015]","                                            SLC30A2 (Solute Carrier Family 30 Member 2) is a Protein Coding gene.                                            Diseases associated with SLC30A2 include Zinc Deficiency, Transient Neonatal and Acrodermatitis Enteropathica, Zinc-Deficiency Type.                                            Among its related pathways are Metal ion SLC transporters and Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds.                                            Gene Ontology (GO) annotations related to this gene include cation transmembrane transporter activity.                                            An important paralog of this gene is SLC30A3.","no summary","Thu Sep 03 14:12:07 2020"
"glucose","SLC37A4","ENSG00000137700","This gene regulates glucose-6-phosphate transport from the cytoplasm to the lumen of the endoplasmic reticulum, in order to maintain glucose homeostasis. It also plays a role in ATP-mediated calcium sequestration in the lumen of the endoplasmic reticulum. Mutations in this gene have been associated with various forms of glycogen storage disease. Alternative splicing in this gene results in multiple transcript variants.[provided by RefSeq, Aug 2009]","                                            SLC37A4 (Solute Carrier Family 37 Member 4) is a Protein Coding gene.                                            Diseases associated with SLC37A4 include Glycogen Storage Disease Ib and Glycogen Storage Disease Ic.                                            Among its related pathways are Hexose transport and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and glucose-6-phosphate transmembrane transporter activity.                                            An important paralog of this gene is SLC17A6.","Inorganic phosphate and glucose-6-phosphate antiporter of the endoplasmic reticulum. Transports cytoplasmic glucose-6-phosphate into the lumen of the endoplasmic reticulum and translocates inorganic phosphate into the opposite direction. Forms with glucose-6-phosphatase the complex responsible for glucose production through glycogenolysis and gluconeogenesis. Hence, it plays a central role in homeostatic regulation of blood glucose levels.
                         G6PT1_HUMAN,O43826
                         ","Thu Sep 03 14:11:23 2020"
"zinc","SLC39A4","ENSG00000147804","This gene encodes a member of the zinc/iron-regulated transporter-like protein (ZIP) family. The encoded protein localizes to cell membranes and is required for zinc uptake in the intestine. Mutations in this gene result in acrodermatitis enteropathica. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2013]","                                            SLC39A4 (Solute Carrier Family 39 Member 4) is a Protein Coding gene.                                            Diseases associated with SLC39A4 include Acrodermatitis Enteropathica, Zinc-Deficiency Type and Acrodermatitis.                                            Among its related pathways are Metal ion SLC transporters and NRF2 pathway.                                            Gene Ontology (GO) annotations related to this gene include metal ion transmembrane transporter activity and zinc ion transmembrane transporter activity.                                            An important paralog of this gene is SLC39A12.","Plays an important role in cellular zinc homeostasis as a zinc transporter. Regulated in response to zinc availability (By similarity).
                         S39A4_HUMAN,Q6P5W5
                         ","Thu Sep 03 14:12:08 2020"
"zinc","SLC39A8","ENSG00000138821","This gene encodes a member of the SLC39 family of solute-carrier genes, which show structural characteristics of zinc transporters. The encoded protein is glycosylated and found in the plasma membrane and mitochondria, and functions in the cellular import of zinc at the onset of inflammation. It is also thought to be the primary transporter of the toxic cation cadmium, which is found in cigarette smoke. Multiple transcript variants encoding different isoforms have been found for this gene. Additional alternatively spliced transcript variants of this gene have been described, but their full-length nature is not known. [provided by RefSeq, Oct 2008]","                                            SLC39A8 (Solute Carrier Family 39 Member 8) is a Protein Coding gene.                                            Diseases associated with SLC39A8 include Congenital Disorder Of Glycosylation, Type Iin and Disorder Of Manganese Transport.                                            Among its related pathways are Metal ion SLC transporters and NRF2 pathway.                                            Gene Ontology (GO) annotations related to this gene include metal ion transmembrane transporter activity.                                            An important paralog of this gene is SLC39A14.","Electroneutral transporter of the plasma membrane mediating the cellular uptake of zinc and manganese, two divalent metal cations important for development, tissue homeostasis or immunity (PubMed:12504855, PubMed:22898811, PubMed:23403290, PubMed:29337306, PubMed:26637978, PubMed:29453449). Functions as an energy-dependent symporter, transporting through the membranes an electroneutral complex composed of a divalent metal cation, a bicarbonate and a selenite anion or yet a metal cation and two bicarbonate anions (PubMed:27166256, PubMed:31699897). May also transport iron, mercury and cobalt through membranes (PubMed:22898811). Beside these endogenous cellular substrates, also imports cadmium a non-essential metal which is cytotoxic and carcinogenic (PubMed:27466201). Through zinc import, indirectly regulates the metal-dependent transcription factor MTF1 and the expression of some metalloproteases involved in cartilage catabolism and also probably heart development (PubMed:29337306). Also indirectly regulates the expression of proteins involved in cell morphology and cytoskeleton organization (PubMed:29927450). Indirectly controls innate immune function and inflammatory response by regulating zinc cellular uptake which in turn modulates the expression of genes specific of these processes (PubMed:23403290, PubMed:28056086). Protects, for instance, cells from injury and death at the onset of inflammation (PubMed:18390834). By regulating zinc influx into monocytes also directly modulates their adhesion to endothelial cells and arteries (By similarity). At the apical membrane of hepatocytes, reclaims manganese from the bile and regulates, through the systemic levels of the nutrient, the activity of manganese-dependent enzymes (PubMed:28481222). Also participates in manganese reabsorption in the proximal tubule of the kidney (PubMed:26637978). By mediating the extracellular uptake of manganese by cells of the blood-brain barrier, may also play a role in the transport of the micronutrient to the brain (PubMed:26637978, PubMed:31699897). Through manganese cellular uptake also participates in mitochondrial proper function (PubMed:29453449). Finally, also probably functions intracellularly, translocating zinc from lysosome to cytosol to indirectly enhance the expression of specific genes during TCR-mediated T cell activation (PubMed:19401385).
                         S39A8_HUMAN,Q9C0K1
                         ","Thu Sep 03 14:12:09 2020"
"iron","SLC40A1","ENSG00000138449","The protein encoded by this gene is a cell membrane protein that may be involved in iron export from duodenal epithelial cells. Defects in this gene are a cause of hemochromatosis type 4 (HFE4). [provided by RefSeq, Jul 2008]","                                            SLC40A1 (Solute Carrier Family 40 Member 1) is a Protein Coding gene.                                            Diseases associated with SLC40A1 include Hemochromatosis, Type 4 and Hemochromatosis, Type 1.                                            Among its related pathways are Mineral absorption and Insulin receptor recycling.                                            Gene Ontology (GO) annotations related to this gene include iron ion transmembrane transporter activity.                                            ","May be involved in iron export from duodenal epithelial cell and also in transfer of iron between maternal and fetal circulation. Mediates iron efflux in the presence of a ferroxidase (hephaestin and/or ceruloplasmin).
                         S40A1_HUMAN,Q9NP59
                         ","Thu Sep 03 14:12:26 2020"
"glucose","SLC5A1","ENSG00000100170","This gene encodes a member of the sodium-dependent glucose transporter (SGLT) family. The encoded integral membrane protein is the primary mediator of dietary glucose and galactose uptake from the intestinal lumen. Mutations in this gene have been associated with glucose-galactose malabsorption. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2012]","                                            SLC5A1 (Solute Carrier Family 5 Member 1) is a Protein Coding gene.                                            Diseases associated with SLC5A1 include Glucose/Galactose Malabsorption and Renal Glucosuria.                                            Among its related pathways are NRF2 pathway and Mineral absorption.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and glucose:sodium symporter activity.                                            An important paralog of this gene is SLC5A4.","Actively transports glucose into cells by Na(+) cotransport with a Na(+) to glucose coupling ratio of 2:1. Efficient substrate transport in mammalian kidney is provided by the concerted action of a low affinity high capacity and a high affinity low capacity Na(+)/glucose cotransporter arranged in series along kidney proximal tubules.
                         SC5A1_HUMAN,P13866
                         ","Thu Sep 03 14:11:24 2020"
"dopamine","SLC6A3","ENSG00000142319","This gene encodes a dopamine transporter which is a member of the sodium- and chloride-dependent neurotransmitter transporter family. The 3' UTR of this gene contains a 40 bp tandem repeat, referred to as a variable number tandem repeat or VNTR, which can be present in 3 to 11 copies. Variation in the number of repeats is associated with idiopathic epilepsy, attention-deficit hyperactivity disorder, dependence on alcohol and cocaine, susceptibility to Parkinson disease and protection against nicotine dependence.[provided by RefSeq, Nov 2009]","                                            SLC6A3 (Solute Carrier Family 6 Member 3) is a Protein Coding gene.                                            Diseases associated with SLC6A3 include Parkinsonism-Dystonia, Infantile, 1 and Tobacco Addiction.                                            Among its related pathways are Monoamine Transport and Synaptic vesicle cycle.                                            Gene Ontology (GO) annotations related to this gene include signaling receptor binding and protein N-terminus binding.                                            An important paralog of this gene is SLC6A2.","Amine transporter. Terminates the action of dopamine by its high affinity sodium-dependent reuptake into presynaptic terminals.
                         SC6A3_HUMAN,Q01959
                         ","Thu Sep 03 14:11:34 2020"
"vitamin-c","TNF","ENSG00000232810","This gene encodes a multifunctional proinflammatory cytokine that belongs to the tumor necrosis factor (TNF) superfamily. This cytokine is mainly secreted by macrophages. It can bind to, and thus functions through its receptors TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. This cytokine is involved in the regulation of a wide spectrum of biological processes including cell proliferation, differentiation, apoptosis, lipid metabolism, and coagulation. This cytokine has been implicated in a variety of diseases, including autoimmune diseases, insulin resistance, and cancer. Knockout studies in mice also suggested the neuroprotective function of this cytokine. [provided by RefSeq, Jul 2008]","                                            TNF (Tumor Necrosis Factor) is a Protein Coding gene.                                            Diseases associated with TNF include Asthma and Malaria.                                            Among its related pathways are Apoptosis Modulation and Signaling and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and cytokine activity.                                            An important paralog of this gene is LTB.","Cytokine that binds to TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. It is mainly secreted by macrophages and can induce cell death of certain tumor cell lines. It is potent pyrogen causing fever by direct action or by stimulation of interleukin-1 secretion and is implicated in the induction of cachexia, Under certain conditions it can stimulate cell proliferation and induce cell differentiation. Impairs regulatory T-cells (Treg) function in individuals with rheumatoid arthritis via FOXP3 dephosphorylation. Upregulates the expression of protein phosphatase 1 (PP1), which dephosphorylates the key 'Ser-418' residue of FOXP3, thereby inactivating FOXP3 and rendering Treg cells functionally defective (PubMed:23396208). Key mediator of cell death in the anticancer action of BCG-stimulated neutrophils in combination with DIABLO/SMAC mimetic in the RT4v6 bladder cancer cell line (PubMed:22517918, PubMed:16829952, PubMed:23396208). Induces insulin resistance in adipocytes via inhibition of insulin-induced IRS1 tyrosine phosphorylation and insulin-induced glucose uptake. Induces GKAP42 protein degradation in adipocytes which is partially responsible for TNF-induced insulin resistance (By similarity).
                         TNFA_HUMAN,P01375
                         ","Thu Sep 03 14:11:21 2020"
"vitamin-c","TNF","ENSG00000232810","This gene encodes a multifunctional proinflammatory cytokine that belongs to the tumor necrosis factor (TNF) superfamily. This cytokine is mainly secreted by macrophages. It can bind to, and thus functions through its receptors TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. This cytokine is involved in the regulation of a wide spectrum of biological processes including cell proliferation, differentiation, apoptosis, lipid metabolism, and coagulation. This cytokine has been implicated in a variety of diseases, including autoimmune diseases, insulin resistance, and cancer. Knockout studies in mice also suggested the neuroprotective function of this cytokine. [provided by RefSeq, Jul 2008]","                                            TNF (Tumor Necrosis Factor) is a Protein Coding gene.                                            Diseases associated with TNF include Asthma and Malaria.                                            Among its related pathways are Apoptosis Modulation and Signaling and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and cytokine activity.                                            An important paralog of this gene is LTB.","Cytokine that binds to TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. It is mainly secreted by macrophages and can induce cell death of certain tumor cell lines. It is potent pyrogen causing fever by direct action or by stimulation of interleukin-1 secretion and is implicated in the induction of cachexia, Under certain conditions it can stimulate cell proliferation and induce cell differentiation. Impairs regulatory T-cells (Treg) function in individuals with rheumatoid arthritis via FOXP3 dephosphorylation. Upregulates the expression of protein phosphatase 1 (PP1), which dephosphorylates the key 'Ser-418' residue of FOXP3, thereby inactivating FOXP3 and rendering Treg cells functionally defective (PubMed:23396208). Key mediator of cell death in the anticancer action of BCG-stimulated neutrophils in combination with DIABLO/SMAC mimetic in the RT4v6 bladder cancer cell line (PubMed:22517918, PubMed:16829952, PubMed:23396208). Induces insulin resistance in adipocytes via inhibition of insulin-induced IRS1 tyrosine phosphorylation and insulin-induced glucose uptake. Induces GKAP42 protein degradation in adipocytes which is partially responsible for TNF-induced insulin resistance (By similarity).
                         TNFA_HUMAN,P01375
                         ","Thu Sep 03 14:12:31 2020"
"corticosteroids","TNF","ENSG00000232810","This gene encodes a multifunctional proinflammatory cytokine that belongs to the tumor necrosis factor (TNF) superfamily. This cytokine is mainly secreted by macrophages. It can bind to, and thus functions through its receptors TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. This cytokine is involved in the regulation of a wide spectrum of biological processes including cell proliferation, differentiation, apoptosis, lipid metabolism, and coagulation. This cytokine has been implicated in a variety of diseases, including autoimmune diseases, insulin resistance, and cancer. Knockout studies in mice also suggested the neuroprotective function of this cytokine. [provided by RefSeq, Jul 2008]","                                            TNF (Tumor Necrosis Factor) is a Protein Coding gene.                                            Diseases associated with TNF include Asthma and Malaria.                                            Among its related pathways are Apoptosis Modulation and Signaling and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and cytokine activity.                                            An important paralog of this gene is LTB.","Cytokine that binds to TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. It is mainly secreted by macrophages and can induce cell death of certain tumor cell lines. It is potent pyrogen causing fever by direct action or by stimulation of interleukin-1 secretion and is implicated in the induction of cachexia, Under certain conditions it can stimulate cell proliferation and induce cell differentiation. Impairs regulatory T-cells (Treg) function in individuals with rheumatoid arthritis via FOXP3 dephosphorylation. Upregulates the expression of protein phosphatase 1 (PP1), which dephosphorylates the key 'Ser-418' residue of FOXP3, thereby inactivating FOXP3 and rendering Treg cells functionally defective (PubMed:23396208). Key mediator of cell death in the anticancer action of BCG-stimulated neutrophils in combination with DIABLO/SMAC mimetic in the RT4v6 bladder cancer cell line (PubMed:22517918, PubMed:16829952, PubMed:23396208). Induces insulin resistance in adipocytes via inhibition of insulin-induced IRS1 tyrosine phosphorylation and insulin-induced glucose uptake. Induces GKAP42 protein degradation in adipocytes which is partially responsible for TNF-induced insulin resistance (By similarity).
                         TNFA_HUMAN,P01375
                         ","Thu Sep 03 14:11:21 2020"
"corticosteroids","TNF","ENSG00000232810","This gene encodes a multifunctional proinflammatory cytokine that belongs to the tumor necrosis factor (TNF) superfamily. This cytokine is mainly secreted by macrophages. It can bind to, and thus functions through its receptors TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. This cytokine is involved in the regulation of a wide spectrum of biological processes including cell proliferation, differentiation, apoptosis, lipid metabolism, and coagulation. This cytokine has been implicated in a variety of diseases, including autoimmune diseases, insulin resistance, and cancer. Knockout studies in mice also suggested the neuroprotective function of this cytokine. [provided by RefSeq, Jul 2008]","                                            TNF (Tumor Necrosis Factor) is a Protein Coding gene.                                            Diseases associated with TNF include Asthma and Malaria.                                            Among its related pathways are Apoptosis Modulation and Signaling and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and cytokine activity.                                            An important paralog of this gene is LTB.","Cytokine that binds to TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. It is mainly secreted by macrophages and can induce cell death of certain tumor cell lines. It is potent pyrogen causing fever by direct action or by stimulation of interleukin-1 secretion and is implicated in the induction of cachexia, Under certain conditions it can stimulate cell proliferation and induce cell differentiation. Impairs regulatory T-cells (Treg) function in individuals with rheumatoid arthritis via FOXP3 dephosphorylation. Upregulates the expression of protein phosphatase 1 (PP1), which dephosphorylates the key 'Ser-418' residue of FOXP3, thereby inactivating FOXP3 and rendering Treg cells functionally defective (PubMed:23396208). Key mediator of cell death in the anticancer action of BCG-stimulated neutrophils in combination with DIABLO/SMAC mimetic in the RT4v6 bladder cancer cell line (PubMed:22517918, PubMed:16829952, PubMed:23396208). Induces insulin resistance in adipocytes via inhibition of insulin-induced IRS1 tyrosine phosphorylation and insulin-induced glucose uptake. Induces GKAP42 protein degradation in adipocytes which is partially responsible for TNF-induced insulin resistance (By similarity).
                         TNFA_HUMAN,P01375
                         ","Thu Sep 03 14:12:31 2020"
"magnesium","TRPM6","ENSG00000119121","This gene is predominantly expressed in the kidney and colon, and encodes a protein containing an ion channel domain and a protein kinase domain. It is crucial for magnesium homeostasis, and plays an essential role in epithelial magnesium transport and in the active magnesium absorption in the gut and kidney. Mutations in this gene are associated with hypomagnesemia with secondary hypocalcemia. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene. [provided by RefSeq, Apr 2010]","                                            TRPM6 (Transient Receptor Potential Cation Channel Subfamily M Member 6) is a Protein Coding gene.                                            Diseases associated with TRPM6 include Hypomagnesemia 1, Intestinal and Primary Hypomagnesemia.                                            Among its related pathways are Mineral absorption and CREB Pathway.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and ion channel activity.                                            An important paralog of this gene is TRPM7.","Essential ion channel and serine/threonine-protein kinase. Crucial for magnesium homeostasis. Has an important role in epithelial magnesium transport and in the active magnesium absorption in the gut and kidney. Isoforms of the type M6-kinase lack the ion channel region.
                         TRPM6_HUMAN,Q9BX84
                         ","Thu Sep 03 14:12:10 2020"
"melanin","TYR","ENSG00000077498","The enzyme encoded by this gene catalyzes the first 2 steps, and at least 1 subsequent step, in the conversion of tyrosine to melanin. The enzyme has both tyrosine hydroxylase and dopa oxidase catalytic activities, and requires copper for function. Mutations in this gene result in oculocutaneous albinism, and nonpathologic polymorphisms result in skin pigmentation variation. The human genome contains a pseudogene similar to the 3' half of this gene. [provided by RefSeq, Oct 2008]","                                            TYR (Tyrosinase) is a Protein Coding gene.                                            Diseases associated with TYR include Albinism, Oculocutaneous, Type Ia and Albinism, Oculocutaneous, Type Ib.                                            Among its related pathways are (S)-reticuline biosynthesis and Tyrosine metabolism.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and oxidoreductase activity.                                            An important paralog of this gene is TYRP1.","This is a copper-containing oxidase that functions in the formation of pigments such as melanins and other polyphenolic compounds. Catalyzes the initial and rate limiting step in the cascade of reactions leading to melanin production from tyrosine. In addition to hydroxylating tyrosine to DOPA (3,4-dihydroxyphenylalanine), also catalyzes the oxidation of DOPA to DOPA-quinone, and possibly the oxidation of DHI (5,6-dihydroxyindole) to indole-5,6 quinone.
                         TYRO_HUMAN,P14679
                         ","Thu Sep 03 14:11:13 2020"
"melanin","TYRP1","ENSG00000107165","This gene encodes a melanosomal enzyme that belongs to the tyrosinase family and plays an important role in the melanin biosynthetic pathway. Defects in this gene are the cause of rufous oculocutaneous albinism and oculocutaneous albinism type III. [provided by RefSeq, Mar 2009]","                                            TYRP1 (Tyrosinase Related Protein 1) is a Protein Coding gene.                                            Diseases associated with TYRP1 include Albinism, Oculocutaneous, Type Iii and Skin/Hair/Eye Pigmentation, Variation In, 11.                                            Among its related pathways are Aldosterone synthesis and secretion and Viral mRNA Translation.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and oxidoreductase activity.                                            An important paralog of this gene is DCT.","Plays a role in melanin biosynthesis (PubMed:22556244, PubMed:16704458). Catalyzes the oxidation of 5,6-dihydroxyindole-2-carboxylic acid (DHICA) into indole-5,6-quinone-2-carboxylic acid in the presence of bound Cu(2+) ions, but not in the presence of Zn(2+) (PubMed:28661582). May regulate or influence the type of melanin synthesized (PubMed:22556244, PubMed:16704458). Also to a lower extent, capable of hydroxylating tyrosine and producing melanin (By similarity).
                         TYRP1_HUMAN,P17643
                         ","Thu Sep 03 14:11:15 2020"
"vitamin-d","VDR","ENSG00000111424","This gene encodes vitamin D3 receptor, which is a member of the nuclear hormone receptor superfamily of ligand-inducible transcription factors. This receptor also functions as a receptor for the secondary bile acid, lithocholic acid. Downstream targets of vitamin D3 receptor are principally involved in mineral metabolism, though this receptor regulates a variety of other metabolic pathways, such as those involved in immune response and cancer. Mutations in this gene are associated with type II vitamin D-resistant rickets. A single nucleotide polymorphism in the initiation codon results in an alternate translation start site three codons downstream. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. A recent study provided evidence for translational readthrough in this gene, and expression of an additional C-terminally extended isoform via the use of an alternative in-frame translation termination codon. [provided by RefSeq, Jun 2018]","                                            VDR (Vitamin D Receptor) is a Protein Coding gene.                                            Diseases associated with VDR include Vitamin D-Dependent Rickets, Type 2A and Rickets.                                            Among its related pathways are Development_Hedgehog and PTH signaling pathways in bone and cartilage development and Tuberculosis.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and steroid hormone receptor activity.                                            An important paralog of this gene is NR1I2.","Nuclear receptor for calcitriol, the active form of vitamin D3 which mediates the action of this vitamin on cells (PubMed:28698609, PubMed:16913708, PubMed:15728261, PubMed:10678179). Enters the nucleus upon vitamin D3 binding where it forms heterodimers with the retinoid X receptor/RXR (PubMed:28698609). The VDR-RXR heterodimers bind to specific response elements on DNA and activate the transcription of vitamin D3-responsive target genes (PubMed:28698609). Plays a central role in calcium homeostasis (By similarity).
                         VDR_HUMAN,P11473
                         ","Thu Sep 03 14:11:07 2020"
